"cd_procedimento";"ano_realizacao";"n_procedimento";"custo_procedimento"
"30722357";"2023";19.00;711.72
"30722357";"2024";4.00;288.39
"30722365";"2023";3.00;547.25
"30722373";"2023";237.00;16389.99
"30722373";"2024";121.00;8601.45
"30722381";"2023";222.00;17427.81
"30722381";"2024";99.00;8383.61
"30722403";"2023";693.00;37008.33
"30722403";"2024";326.00;17175.70
"30722446";"2023";143.00;15636.11
"30722446";"2024";28.00;2074.34
"30722497";"2023";66.00;7671.37
"30722497";"2024";37.00;3966.10
"30722527";"2023";160.00;24023.67
"30722527";"2024";257.00;32554.93
"30722535";"2023";30.00;7925.97
"30722535";"2024";5.00;1249.46
"30722551";"2023";963.00;198012.72
"30722551";"2024";894.00;185436.22
"30722586";"2023";83.00;14533.06
"30722586";"2024";49.00;6556.54
"30722632";"2023";873.00;590142.75
"30722632";"2024";956.00;694015.91
"30722640";"2023";101.00;20527.71
"30722640";"2024";22.00;3916.76
"30722713";"2023";395.00;34454.43
"30722713";"2024";442.00;37997.86
"30722764";"2023";131.00;7182.81
"30722764";"2024";12.00;843.99
"30722900";"2023";11.00;858.96
"30722900";"2024";18.00;1718.15
"30722918";"2023";1.00;202.37
"30723035";"2023";48.00;3841.52
"30723035";"2024";7.00;432.86
"30723060";"2023";10.00;1390.48
"30723060";"2024";2.00;411.51
"30723094";"2023";1.00;98.49
"30723094";"2024";2.00;317.92
"30723124";"2023";5.00;359.69
"30723124";"2024";2.00;120.15
"30724163";"2023";15.00;4600.01
"30724163";"2024";3.00;786.58
"30725062";"2023";7.00;1570.90
"30725062";"2024";8.00;1202.16
"30725100";"2023";21.00;3512.31
"30725100";"2024";11.00;1428.48
"30725178";"2023";1.00;580.00
"30726050";"2023";4.00;419.41
"30726050";"2024";5.00;1061.15
"30726085";"2023";112.00;11700.79
"30726085";"2024";53.00;5444.30
"30726115";"2023";82.00;8838.11
"30726115";"2024";32.00;3111.39
"30726174";"2023";2259.00;245839.35
"30726174";"2024";1319.00;137150.38
"30727057";"2023";6.00;1596.93
"30727057";"2024";3.00;195.30
"30727103";"2023";92.00;7369.45
"30727103";"2024";29.00;2769.27
"30727120";"2023";73.00;10007.61
"30727120";"2024";81.00;10921.90
"30727146";"2023";150.00;23155.54
"30727146";"2024";151.00;26275.35
"30727197";"2023";8.00;1730.33
"30727197";"2024";3.00;392.20
"30728088";"2023";6.00;2824.72
"30728096";"2023";443.00;25806.11
"30728096";"2024";84.00;6194.46
"30728118";"2023";297.00;43508.51
"30728118";"2024";99.00;13528.16
"30728134";"2023";3243.00;474831.46
"30728134";"2024";1528.00;218239.51
"30729068";"2023";6.00;731.55
"30729068";"2024";1.00;2500.00
"30729114";"2023";157.00;13830.42
"30729114";"2024";75.00;5327.47
"30729130";"2023";1863.00;135759.02
"30729130";"2024";536.00;37595.33
"30729149";"2023";829.00;88225.79
"30729149";"2024";407.00;39769.93
"30729165";"2023";1764.00;173397.63
"30729165";"2024";799.00;70925.99
"30729262";"2023";76.00;8523.67
"30729343";"2023";118.00;72326.30
"30729343";"2024";50.00;72685.91
"30730023";"2023";13.00;3412.67
"30730023";"2024";3.00;4400.00
"30730112";"2023";6.00;611.80
"30730112";"2024";5.00;738.78
"30730163";"2023";967.00;124574.40
"30730163";"2024";412.00;64609.43
"30730171";"2023";675.00;127233.02
"30730171";"2024";607.00;120872.08
"30731011";"2023";12.00;1434.19
"30731011";"2024";11.00;1977.61
"30731020";"2023";6.00;854.57
"30731020";"2024";3.00;772.14
"30731046";"2023";239.50;24394.35
"30731046";"2024";98.00;9159.92
"30731089";"2023";35.00;6668.74
"30731089";"2024";21.00;3692.36
"30731186";"2023";9.00;1145.94
"30731194";"2023";49.00;8364.42
"30731194";"2024";1.00;89.60
"30731259";"2023";19.00;1923.20
"30731259";"2024";6.00;635.56
"30801044";"2023";1.00;185.65
"30803241";"2023";38.00;14319.98
"30803241";"2024";7.00;8081.18
"30804019";"2023";11.00;5205.63
"30804019";"2024";7.00;3282.34
"30804086";"2023";98.00;19602.98
"30804086";"2024";108.00;18898.14
"30804116";"2023";51.00;4635.69
"30804116";"2024";18.00;1417.81
"30805023";"2023";12.00;3468.60
"30805023";"2024";7.00;2658.83
"30904013";"2023";37.00;7689.33
"30904013";"2024";5.00;1556.25
"30907071";"2023";713.00;52228.11
"30907071";"2024";70.00;3863.24
"30908027";"2023";169.00;25084.07
"30908027";"2024";10.00;6227.06
"30908078";"2023";26.00;9245.21
"30908078";"2024";34.00;12474.64
"30909023";"2023";829.00;328193.02
"30909023";"2024";551.00;343921.64
"30909031";"2023";215705.00;50720078.62
"30909031";"2024";143360.00;34931049.79
"30909139";"2023";8887.00;3516348.30
"30909139";"2024";7704.00;2686256.82
"30909147";"2023";1127.00;408165.19
"30909147";"2024";339.00;184485.44
"30911176";"2023";4.00;664.28
"30912156";"2023";1.00;1093.50
"30913012";"2023";2738.00;1081622.28
"30913012";"2024";1996.00;838341.46
"30913071";"2023";3.00;309.06
"30913071";"2024";1.00;12500.00
"30913080";"2023";8.00;11636.46
"30913080";"2024";3.00;919.81
"30913098";"2023";342.00;49800.90
"30913098";"2024";298.00;71748.85
"30913128";"2023";535.00;97409.51
"30913128";"2024";167.00;32346.32
"30913144";"2023";35.00;14159.05
"30913144";"2024";8.00;6734.33
"30913152";"2023";10.00;1104.31
"30913152";"2024";1.00;170.10
"30914124";"2023";1.00;34.07
"30914124";"2024";1.00;97.09
"30918014";"2023";288.00;197607.41
"30918014";"2024";75.00;100935.99
"30918022";"2023";103.00;61727.53
"30918022";"2024";62.00;43987.57
"30918030";"2023";35.00;22761.72
"30918030";"2024";23.00;18098.32
"31003362";"2023";67.00;11960.91
"31003362";"2024";28.00;5080.56
"31004016";"2023";112.00;44353.38
"31004016";"2024";42.00;9449.62
"31004024";"2023";41.00;11488.91
"31004024";"2024";16.00;6718.01
"31004040";"2023";11.00;2390.30
"31004040";"2024";6.00;958.68
"31004067";"2023";1899.00;189661.27
"31004067";"2024";1420.00;141103.07
"31004180";"2023";3386.70;349839.35
"31004180";"2024";1651.00;145923.19
"31004199";"2023";383.00;39771.76
"31004199";"2024";12.00;1550.45
"31004229";"2023";550.00;67665.32
"31004229";"2024";394.00;50160.77
"31004318";"2023";161.00;16344.98
"31004318";"2024";51.00;4018.32
"31005071";"2023";53.00;49577.55
"31005071";"2024";34.00;43764.95
"31005675";"2023";126.00;40768.92
"31005675";"2024";6.00;9195.91
"31005691";"2023";17.00;5172.50
"31005691";"2024";6.00;2269.78
"31008011";"2023";1050.00;338175.77
"31008011";"2024";938.00;251383.16
"31008020";"2023";27.00;27760.20
"31008020";"2024";12.00;6442.51
"31008038";"2023";865.00;1628295.83
"31008038";"2024";423.00;895056.28
"31009018";"2023";30.00;4167.29
"31009018";"2024";10.00;1390.89
"31009026";"2023";12.00;3751.34
"31009026";"2024";4.00;1254.11
"31009247";"2023";436.00;63442.17
"31009247";"2024";311.00;41527.08
"31009352";"2023";80.33;90982.56
"31009352";"2024";32.50;60322.55
"31101089";"2023";17.00;2942.55
"31101089";"2024";17.00;2942.40
"31101313";"2023";19.00;15743.26
"31101313";"2024";24.00;18418.33
"31101402";"2023";57.00;30055.71
"31101402";"2024";36.00;44729.17
"31102026";"2023";8.00;1765.41
"31102026";"2024";5.00;1597.04
"31103030";"2023";870.00;166066.97
"31103030";"2024";568.00;130085.18
"31103189";"2023";3.00;5750.00
"31103189";"2024";3.00;1682.63
"31103197";"2023";76.00;17851.67
"31103197";"2024";40.00;9826.00
"31103235";"2023";195.00;60411.84
"31103235";"2024";67.00;23021.01
"31103391";"2023";2.00;549.08
"31103391";"2024";1.00;653.02
"31103405";"2023";2.00;187.06
"31103405";"2024";4.00;267.92
"31103430";"2023";8.00;1197.58
"31103430";"2024";7.00;445.82
"31103596";"2023";21.00;11535.19
"31103596";"2024";5.00;1648.37
"31104010";"2023";3.00;295.13
"31104029";"2023";106.00;12150.68
"31104029";"2024";43.00;4175.89
"31104045";"2023";18.00;1770.29
"31104045";"2024";2.00;434.24
"31104061";"2023";53.00;13684.82
"31104061";"2024";6.00;1132.06
"31104142";"2023";44.00;9407.47
"31104142";"2024";24.00;5518.60
"31104169";"2023";15.00;1063.37
"31202012";"2023";17.00;2575.54
"31202012";"2024";2.00;284.00
"31202020";"2023";193.00;12335.89
"31202020";"2024";171.00;10594.48
"31202047";"2023";215.00;32799.90
"31202047";"2024";111.00;20670.72
"31203027";"2023";9.00;1482.32
"31203027";"2024";9.00;7482.57
"31203086";"2023";48.00;1743.52
"31203086";"2024";2.00;163.23
"31204015";"2023";14.00;2119.95
"31204015";"2024";7.00;679.04
"31204023";"2023";132.00;15919.48
"31204023";"2024";113.00;15037.14
"31204066";"2023";25.00;3671.50
"31204066";"2024";22.00;3278.73
"31205011";"2023";9.00;1917.34
"31205011";"2024";0.50;6448.38
"31206034";"2023";1687.00;247364.43
"31206034";"2024";756.00;116937.28
"31206174";"2023";27.00;5333.36
"31206174";"2024";11.00;2112.06
"31206204";"2023";51.00;20683.69
"31206204";"2024";15.00;14744.84
"31206212";"2023";1897.00;209145.35
"31206212";"2024";1253.00;157143.39
"31206220";"2023";4708.00;1152497.36
"31206220";"2024";2156.70;628389.41
"31301010";"2023";292.00;37932.50
"31301010";"2024";315.00;46665.38
"31301029";"2023";977.00;62492.38
"31301029";"2024";551.00;33976.63
"31301045";"2023";3.00;559.47
"31301070";"2023";3.00;348.65
"31301070";"2024";2.00;217.61
"31301088";"2023";1070.00;113006.35
"31301088";"2024";949.00;99477.76
"31301096";"2023";397.00;49738.30
"31301096";"2024";248.00;35186.37
"31301100";"2023";331.00;28716.60
"31301100";"2024";210.00;18003.96
"31301118";"2023";156.00;27745.02
"31301118";"2024";88.00;11753.36
"31302017";"2023";564.00;37270.10
"31302017";"2024";141.00;9963.52
"31302076";"2023";6.00;1590.75
"31302084";"2023";933.00;195417.32
"31302084";"2024";882.00;178989.74
"31302114";"2023";9.00;1104.49
"31302114";"2024";16.00;4605.88
"31303021";"2023";9980.00;625954.83
"31303021";"2024";5876.00;383376.30
"31303030";"2023";560.00;31636.09
"31303030";"2024";525.00;29301.44
"31303064";"2023";412.00;32042.14
"31303064";"2024";102.00;7324.65
"31303072";"2023";1159.00;110189.00
"31303072";"2024";885.00;76947.50
"31303170";"2023";48911.10;20952227.83
"31303170";"2024";46787.17;20146783.62
"31303196";"2023";2974.00;229277.08
"31303196";"2024";1671.00;441607.49
"31303269";"2023";7928.00;1507681.82
"31303269";"2024";4978.00;908525.41
"31303293";"2023";25798.00;5242227.69
"31303293";"2024";16456.00;3014134.17
"31303307";"2023";830.00;324583.52
"31303307";"2024";651.00;210200.91
"31306047";"2023";3.00;605.29
"31306047";"2024";1.00;137.60
"31401350";"2023";20.00;14085.56
"31401350";"2024";10.00;5317.56
"31402038";"2023";53.00;13317.21
"31402038";"2024";10.00;2141.02
"31403026";"2023";21368.32;3228712.81
"31403026";"2024";13725.00;2331349.00
"31403301";"2023";69.00;7221.98
"31403301";"2024";11.00;7948.97
"31403328";"2023";29.00;11297.54
"31405010";"2023";1462.00;395777.23
"31405010";"2024";650.00;171997.10
"31601014";"2023";534579.00;29467584.61
"31601014";"2024";397568.00;20190629.01
"31602029";"2023";513.00;71586.47
"31602029";"2024";523.00;46831.52
"31602070";"2023";1902.00;542337.10
"31602070";"2024";149.00;46296.48
"31602118";"2023";10543.00;1325632.93
"31602118";"2024";3605.00;477052.29
"31602126";"2023";2430.60;764436.08
"31602126";"2024";263.00;58999.74
"31602185";"2023";278403.00;24883925.07
"31602185";"2024";137083.00;15177139.52
"31602207";"2023";1446.00;375786.50
"31602207";"2024";224.00;44241.68
"31602223";"2023";85.00;13417.54
"31602223";"2024";56.00;6984.93
"31602231";"2023";204.00;60119.00
"31602240";"2023";94352.15;34001510.96
"31602240";"2024";66242.25;22563812.32
"31602290";"2023";374.00;274793.25
"31602290";"2024";296.00;245412.62
"31602312";"2023";8794.00;1943232.11
"31602312";"2024";5986.00;1371967.69
"31602339";"2023";237.00;55644.09
"31602339";"2024";188.00;30180.46
"40101010";"2023";853368.05;20291576.51
"40101010";"2024";634003.10;15150440.77
"40101037";"2023";219376.00;23815522.50
"40101037";"2024";121536.02;15660799.60
"40101045";"2023";133647.00;13968934.11
"40101045";"2024";110888.10;12508018.24
"40101061";"2023";8826.00;2003736.58
"40101061";"2024";6170.00;1436992.46
"40102068";"2023";2.00;140.00
"40102084";"2023";1.00;70.00
"40102092";"2023";1.00;1038.39
"40103072";"2023";104701.00;4021828.21
"40103072";"2024";84298.00;3226044.88
"40103099";"2023";79327.01;1733098.15
"40103099";"2024";64743.00;1380253.29
"40103137";"2023";174872.00;8338670.03
"40103137";"2024";159679.00;7901197.12
"40103315";"2023";1.00;159.60
"40103323";"2023";10.00;2184.60
"40103331";"2023";1.00;405.60
"40103439";"2023";8.00;249.84
"40103455";"2023";30187.00;1629284.10
"40103455";"2024";29781.00;1692275.51
"40103463";"2023";33219.00;1903444.33
"40103463";"2024";28161.00;1664200.57
"40103650";"2023";21.00;1549.09
"40103650";"2024";3032.00;238027.92
"40105059";"2023";1.00;10.00
"40105075";"2023";8.00;753.99
"40201058";"2023";2327.00;1211387.81
"40201058";"2024";2119.00;1148630.39
"40201082";"2023";58362.00;19858964.14
"40201082";"2024";36016.00;12189640.00
"40201090";"2023";392.00;185071.95
"40201090";"2024";161.00;87236.73
"40201120";"2023";102632.80;13639352.49
"40201120";"2024";84165.50;11395279.20
"40201139";"2023";777.00;231616.54
"40201139";"2024";373.00;140261.13
"40201147";"2024";5.00;28221.24
"40201171";"2023";5020.00;609503.13
"40201171";"2024";3560.00;455053.10
"40201180";"2023";2659.00;236109.25
"40201180";"2024";524.00;43477.60
"40201210";"2023";12.00;1212.47
"40201228";"2023";2.00;227.50
"40201252";"2023";11.00;1596.22
"40201333";"2023";90.00;27935.36
"40201333";"2024";18.00;9622.57
"40201350";"2023";100.00;61519.26
"40201350";"2024";18.00;8332.49
"40202038";"2023";152991.00;19277515.91
"40202038";"2024";120155.00;13424627.02
"40202089";"2024";1.00;172.00
"40202097";"2023";11.00;4543.55
"40202097";"2024";1.00;225.00
"40202135";"2023";452.00;177159.89
"40202135";"2024";52.00;37831.05
"40202143";"2023";68.00;51210.39
"40202143";"2024";39.00;29474.95
"40202178";"2023";17.00;6590.75
"40202178";"2024";3.00;2220.00
"40202186";"2023";352.00;205623.93
"40202186";"2024";227.00;175733.81
"40202194";"2023";22.00;9721.08
"40202194";"2024";21.00;18013.93
"40202259";"2023";34.00;12070.98
"40202259";"2024";16.00;4935.46
"40202267";"2023";16.00;11804.54
"40202267";"2024";10.00;8343.98
"40202330";"2023";512.00;170116.82
"40202330";"2024";486.00;161132.34
"40202348";"2023";13.00;18135.76
"40202410";"2023";26.00;6541.65
"40202410";"2024";59.00;10511.29
"40202429";"2023";3.00;267.65
"40202445";"2023";74.00;22744.75
"40202445";"2024";11.00;3537.34
"40202453";"2023";377.00;268254.28
"40202453";"2024";206.00;155562.38
"40202488";"2023";3.00;125.76
"40202518";"2023";146.00;193939.16
"40202518";"2024";182.00;283498.52
"40202534";"2023";1115.00;303640.40
"40202534";"2024";633.00;186544.07
"40202542";"2023";27329.00;19084450.59
"40202542";"2024";15855.00;11032170.32
"40202550";"2023";23893.00;11155733.21
"40202550";"2024";15332.00;7678203.06
"40202569";"2023";22.00;9856.33
"40202569";"2024";16.00;4680.85
"40202577";"2023";1325.00;389514.62
"40202577";"2024";824.00;259658.47
"40202585";"2024";2.00;2625.00
"40202593";"2023";3.00;3586.57
"40202607";"2023";1.00;335.47
"40202615";"2023";115246.00;27480159.20
"40202615";"2024";76471.00;19532573.54
"40202623";"2023";1.00;712.53
"40202666";"2023";39070.10;14524469.52
"40202666";"2024";27682.00;10817973.93
"40202674";"2023";54.00;34285.19
"40202674";"2024";33.00;41976.18
"40202682";"2023";36.00;8371.88
"40202682";"2024";2.00;422.79
"40202690";"2023";517.00;80847.07
"40202690";"2024";252.00;42229.97
"40202704";"2023";3.00;3131.52
"40202704";"2024";5.00;2999.83
"40202712";"2023";912.00;797244.40
"40202712";"2024";519.00;544192.00
"40202720";"2023";555.00;18643.89
"40202720";"2024";191.00;18276.50
"40202739";"2023";38.00;6136.22
"40202739";"2024";4.00;910.17
"40202747";"2023";630.00;175390.81
"40202747";"2024";240.00;117207.96
"40202763";"2023";5.00;675.83
"40202763";"2024";1.00;342.00
"40301150";"2023";1000930.02;4267559.43
"40301150";"2024";680028.01;3139711.68
"40301206";"2023";114.00;60512.92
"40301206";"2024";127.00;51673.54
"40301214";"2023";176.00;109639.63
"40301214";"2024";162.00;89920.07
"40301281";"2023";266420.00;1419890.84
"40301281";"2024";206591.00;1150460.76
"40301397";"2023";528029.01;2480111.67
"40301397";"2024";401708.00;2019108.95
"40301400";"2023";693185.00;2939363.02
"40301400";"2024";509986.00;2335497.09
"40301583";"2023";1182827.01;9935443.21
"40301583";"2024";897110.00;8483650.15
"40301591";"2023";751815.00;8182353.05
"40301591";"2024";663006.00;8201466.26
"40301605";"2023";1353027.01;5837039.15
"40301605";"2024";1047063.10;5019821.46
"40301630";"2023";2903403.01;12739697.70
"40301630";"2024";2694648.01;12387499.49
"40301656";"2023";27278.00;845040.77
"40301656";"2024";23170.83;733595.39
"40301788";"2023";10970.00;138775.02
"40301788";"2024";7606.00;93608.39
"40301842";"2023";805781.00;4596916.91
"40301842";"2024";694288.00;4226085.74
"40301885";"2023";607172.01;3690411.57
"40301885";"2024";462028.00;3006278.61
"40301931";"2023";261675.00;1127624.64
"40301931";"2024";204871.00;943611.91
"40301990";"2023";880373.11;5652592.22
"40301990";"2024";629142.86;4344345.91
"40302016";"2023";106819.00;2484174.27
"40302016";"2024";115492.00;2755705.00
"40302024";"2024";3.00;176.16
"40302032";"2023";33750.00;253439.44
"40302032";"2024";22098.20;177696.22
"40302040";"2023";2887834.01;12211169.08
"40302040";"2024";2224497.68;9873139.79
"40302075";"2023";955448.00;16618261.01
"40302075";"2024";721285.00;13522846.98
"40302237";"2023";570118.01;2673259.41
"40302237";"2024";496766.00;2476810.63
"40302318";"2023";1196694.01;5274851.62
"40302318";"2024";1174479.00;5310988.92
"40302385";"2023";185908.00;958852.67
"40302385";"2024";144787.00;783219.17
"40302423";"2023";1125608.01;4837540.43
"40302423";"2024";1137997.00;5113657.64
"40302504";"2023";2051142.11;10100177.47
"40302504";"2024";1586954.00;8397922.12
"40302512";"2023";2069985.01;10153148.74
"40302512";"2024";1606218.10;8454817.53
"40302547";"2023";1360605.01;8363808.24
"40302547";"2024";1064169.00;7268088.22
"40302563";"2023";18284.00;360948.78
"40302563";"2024";14680.00;320101.74
"40302580";"2023";2184709.11;9427420.61
"40302580";"2024";2120318.01;9361688.49
"40302695";"2023";244793.00;2104800.75
"40302695";"2024";205783.00;1868617.04
"40302709";"2023";11010.00;175693.86
"40302709";"2024";7426.00;125919.91
"40302733";"2023";1296963.01;25487584.33
"40302733";"2024";1051404.01;21783307.67
"40302750";"2023";1063600.00;25643093.10
"40302750";"2024";793112.01;20497209.50
"40302830";"2023";1764466.15;46071391.38
"40302830";"2024";1247847.00;34441786.81
"40303110";"2023";559360.06;3748914.47
"40303110";"2024";433226.00;3082991.27
"40303136";"2023";188468.00;1079563.50
"40303136";"2024";143664.00;871756.20
"40303250";"2023";21428.00;270915.30
"40303250";"2024";15453.00;173445.72
"40304108";"2023";13633.00;85643.61
"40304108";"2024";10606.00;74094.87
"40304280";"2023";88360.00;524859.72
"40304280";"2024";67826.00;446276.52
"40304299";"2023";93833.00;673464.98
"40304299";"2024";68167.00;554835.98
"40304337";"2023";12778.00;71480.93
"40304337";"2024";4757.00;24528.32
"40304361";"2023";4398638.14;43121119.61
"40304361";"2024";4124997.00;41667859.98
"40304370";"2023";352031.01;1161366.22
"40304370";"2024";260214.00;915568.36
"40304493";"2023";84.00;4067.48
"40304493";"2024";15.00;478.11
"40304507";"2023";28808.24;1198888.68
"40304507";"2024";19542.00;886839.97
"40304590";"2023";273900.00;1365295.02
"40304590";"2024";244602.00;1320949.17
"40304639";"2023";192550.00;979853.78
"40304639";"2024";178605.00;956459.63
"40304701";"2023";106.00;31278.16
"40304701";"2024";101.00;31144.67
"40304906";"2023";42544.00;3656438.63
"40304906";"2024";28591.00;2718262.86
"40304922";"2023";319781.00;6459317.13
"40304922";"2024";261211.00;5610954.67
"40304973";"2023";6.00;7280.15
"40304973";"2024";6.00;5369.47
"40305570";"2023";1064.00;38875.05
"40305570";"2024";755.00;34374.89
"40305767";"2023";86467.00;1672637.51
"40305767";"2024";57796.00;1116181.30
"40306461";"2023";1278.00;42944.23
"40306461";"2024";1298.00;47089.87
"40306950";"2023";105950.10;3041518.36
